,rally,receiving_shot,winning_shot,combined
5990,6f39b29f+38m27o37*,m2,o3,m2o3
5991,5b29f38b38f29b18f29f29f39b18f17f38s29f19f17u+37s-3z18*,f1,z1,f1z1
5992,4b29f28b29s29f39s29f39s39f19*,s3,f1,s3f1
5993,6b28f3b2b2f+3*,b2,b2,b2b2
5994,4s39f3s3f+3b;3*,f3,s3,f3s3
5995,6b37b3f3f3f3f2b+1*,f3,f2,f3f2
5996,6s28f1f1b2f1b1f3f3b1b3b1b3b1b1f1b3s1f1f1b3s2f+3*,b3,s2,b3s2
5997,6f28f3b2f2f3f3s3f+1f1*,s3,f1,s3f1
5998,c6f29b2f+1b1*,b2,b1,b2b1
5999,4f27s2f+3f3*,s2,f3,s2f3
6000,6f29f2f3f3b3f3b3f2f2b1f3f3s1b3b3f3s1b3s1b2f1*,b2,f1,b2f1
6001,6b28f3b;3f+3m2o1*,m2,o1,m2o1
6002,4f38f+1m2o3*,m2,o3,m2o3
6003,5b38f1b1*,f1,b1,f1b1
6004,5f28f3f3f1f1b1f3f1*,f3,f1,f3f1
6005,6b27f3b2f3b3f3b3f3f1b1f1s3b+3f2o1b1*,o1,b1,o1b1
6006,6f29f2f3f2f1b1f1*,b1,f1,b1f1
6007,6f18s2f+1b2v3*,b2,v3,b2v3
6008,6b27f1b1f1b3*,f1,b3,f1b3
6009,6b18f3b3f3f3*,f3,f3,f3f3
6010,6b38b1b3b1b1f2f1*,f2,f1,f2f1
6011,4b17f1s3b1s2u;3*,b1,s2,b1s2
6012,6b27f3b1b1f1s3y1*,s3,y1,s3y1
6013,4b27f1f1b3b2f2u1b3m2o3*,m2,o3,m2o3
6014,c4b38f3b2f1f1y3*,f1,y3,f1y3
6015,4b38f1f1b+3s1z1*,s1,z1,s1z1
6016,5b28f2b1s3b3f3f1b1f1s3s1s+2b3*,s1,b3,s1b3
6017,6f28b1b1f1b3*,f1,b3,f1b3
6018,5b28b2f3f1b1f1b1f1b3b1b2f3*,b2,f3,b2f3
6019,4b18f1b1f1f3b3f1f3*,f1,f3,f1f3
6020,4b39b1f3b1b2f3*,b2,f3,b2f3
6021,6b38b2f1*,b2,f1,b2f1
6022,5f38b2f1f1b2s2f3b3f3b3f3b2f1*,b2,f1,b2f1
6023,5b29b1f1b3s2f1f1f1*,f1,f1,f1f1
6024,5b37f3b+1b2h3*,b2,h3,b2h3
6025,5b27b1s3f+1b3z3*,b3,z3,b3z3
6026,6b38f2b1*,f2,b1,f2b1
6027,5b28f1b1*,f1,b1,f1b1
6028,4s19f3b1f3s3b2f2b3b3s3f3b3s3b3s2f+3b1*,s2,b1,s2b1
6029,4b18f1r2o3*,r2,o3,r2o3
6030,5b19f2b+1f1*,f2,f1,f2f1
6031,6s18f1f2f+1*,f1,f2,f1f2
6032,6b27b3f1f1b1f2f2b3f3*,b3,f3,b3f3
6033,4b19f2f3b3f3b3f3b3f3b+1b;1*,b3,f3,b3f3
6034,4b37s3f1f2b3b3f3i=3f+3s1z1*,s1,z1,s1z1
6035,6b39f3b3f1f1b3*,f1,b3,f1b3
6036,4b39s1b2b2f3b3f1*,b3,f1,b3f1
6037,5b38f3b1s1f+3l3j1*,l3,j1,l3j1
6038,4f37b1b1f3f3s3f3b1*,f3,b1,f3b1
6039,4b18f1b1f1s2b+3f3*,s2,f3,s2f3
6040,4f28b1s1f1b3b3f1*,b3,f1,b3f1
6041,5b29f3s3f-1l1o3*,l1,o3,l1o3
6042,4b18f1b1f;1s3y-1*,b1,s3,b1s3
6043,4b17f1s2f1s2f+1s1v1*,s1,v1,s1v1
6044,5f29f3f3f1f1b3*,f1,b3,f1b3
6045,6b37b1lf3-*,b1,f3,b1f3
6046,4b28f2b3z3*,b3,z3,b3z3
6047,6s38b3s3b3s3b3b3s3f1*,s3,f1,s3f1
6048,5f37b2f2f3b2v3b1*,v3,b1,v3b1
6049,5f28b3s3f3+b1v3b1v1*,b1,v1,b1v1
6050,5f27f3b3s3b3b1*,b3,b1,b3b1
6051,4s39b3s2f2*,s2,f2,s2f2
6052,5b38b2f2f3-b2v1*,b2,v1,b2v1
6053,6b29f3b2f1f;2f+1f3z3*,f3,z3,f3z3
6054,6b27f+3b1h3b1v3s2v1*,s2,v1,s2v1
6055,4s38f3b2f2f1f1f2s3b1f1f2s+3b3*,f2,b3,f2b3
6056,4+s38z3b3z2f3*,z2,f3,z2f3
6057,4+b27h3b2v1*,b2,v1,b2v1
6058,4f28b3b2f3b;3s+1f3*,f3,f3,f3f3
6059,5f;38f1r3f3b2f1*,b2,f1,b2f1
6060,6f29f1f2b3b3b3b3b3b;1*,b3,b3,b3b3
6061,4s37b3b1f1f1r3b+1r3z1*,r3,z1,r3z1
6062,4f18f1f3b2f2f2f3*,f2,f3,f2f3
6063,5b19f3b3s3b3b1f1f3b3b1*,b3,b1,b3b1
6064,5s28b3b1f1f;3s+1v-1h3*,f1,h3,f1h3
6065,5b28f1f1f3*,f1,f3,f1f3
6066,5s28b1f1f;1*,b1,f1,b1f1
6067,4b39b2f+3b2f-3b2z1*,b2,z1,b2z1
6068,5b39b3b3b3b3s3b3b3b2f2f1f3*,f1,f3,f1f3
6069,5s28b1f1f+2b2v1*,b2,v1,b2v1
6070,5b28f1f1f1f;3*,f1,f1,f1f1
6071,4s39b3s3b1f3b3s2f1f2b+3s3z1*,s3,z1,s3z1
6072,4f17f2b+3s1v1*,s1,v1,s1v1
6073,6+b37z3b3z2f3*,z2,f3,z2f3
6074,4b18f1f1f1*,f1,f1,f1f1
6075,5b38s3f3b3f1r2f1f1f+3s3i1r3*,i1,r3,i1r3
6076,5b27b3b3f+1f1*,b3,f1,b3f1
6077,c6f28b1f1f2f+3bz1f;1f3b3z1*,b3,z1,b3z1
6078,4f38b1f1f1f1f3s2f1*,s2,f1,s2f1
6079,5b29b2f3*,b2,f3,b2f3
6080,6f38b3f3b1f2f+3b1v1r1*,v1,r1,v1r1
6081,5b37b1f1f2f3s3f+3b1v1*,b1,v1,b1v1
6082,6f28f3s3b;1r+3b1*,s3,b1,s3b1
6083,4b38b3s2u3*,s2,u3,s2u3
6084,5f28f+3s3z3m3o3*,m3,o3,m3o3
6085,5f38f1f1f3b3*,f3,b3,f3b3
6086,5f28f3b3b2f3b1f3b3b3f1*,b3,f1,b3f1
6087,4r27f+3b1v1*,b1,v1,b1v1
6088,4f28b2f+3s3s1f3z2*,f3,z2,f3z2
6089,6f28f2f1f2s3b3b3b1f2f+3b2z^1*,f2,b2,f2b2
6090,6s1j3m2o3*,m2,o3,m2o3
6091,4s3b1r2v3*,r2,v3,r2v3
6092,4b1h3=f3+b2i2f3-z1*,f3,z1,f3z1
6093,5r3b1+r3o3m1o2*,m1,o2,m1o2
6094,4f1s3b3s3v3f3*,v3,f3,v3f3
6095,5b2f3b2f3*,b2,f3,b2f3
6096,6s3f3s2j1l1o3*,l1,o3,l1o3
6097,5b2f1f1r3f1-*,r3,f1,r3f1
6098,5s2f3b2f1*,b2,f1,b2f1
6099,5s2s3+b1*,s3,b1,s3b1
6100,6s2f3+m1o1*,m1,o1,m1o1
6101,4b28b3f2f1b2f3f;2f+1b1v3*,b1,v3,b1v3
6102,6s19f1s1f1s3s1s1f1s+3b3v^1*,f1,b3,f1b3
6103,6b18f1f1f1f3*,f1,f3,f1f3
6104,4+b17i1f3*,i1,f3,i1f3
6105,4b37f3b1*,f3,b1,f3b1
6106,6s+29f1h3b1*,h3,b1,h3b1
6107,4b27f+1l1o1*,l1,o1,l1o1
6108,6b18s3b3f+1f3v3*,f3,v3,f3v3
6109,4s27f1b1f1s+3b1*,f1,b1,f1b1
6110,6b27f3f1b1b;^3*,f1,b1,f1b1
6111,4b19b2f+1b1*,b2,b1,b2b1
6112,5b39f1s1b1b1s2f+3*,b1,s2,b1s2
6113,5f29b1b1b1s2f+1b1z3*,b1,z3,b1z3
6114,4f38f1b3f1*,b3,f1,b3f1
6115,5b28f3f3f1b1f3*,b1,f3,b1f3
6116,6f29f3f1b3f3f3*,f3,f3,f3f3
6117,5b28f+3r1z2*,r1,z2,r1z2
6118,c6b18b2b1b2f3f2b2f3f1b1s3*,b1,s3,b1s3
6119,6b28f1b1b1b1s2r+1m1*,s2,m1,s2m1
6120,5b19b1b1b2f2b1s1f+3f1*,s1,f1,s1f1
6121,4b19b1b1f1s3f3f3f1*,f3,f1,f3f1
6122,6f39f2f3f1*,f3,f1,f3f1
6123,4b18b1b1b1b1b1y3*,b1,y3,b1y3
6124,6f19s2f+1b2v3*,b2,v3,b2v3
6125,4b19f1f3y1*,f3,y1,f3y1
6126,6b28f3b3b3y+3*,b3,b3,b3b3
6127,6b+38b3z3m3*,z3,m3,z3m3
6128,5f18f1f+3s2o3*,s2,o3,s2o3
6129,6b37b2f3b1f3b3s3b3s1f+3b3z^3*,s1,b3,s1b3
6130,6f37s3z1*,s3,z1,s3z1
6131,5b17f1f1f+1r1*,f1,r1,f1r1
6132,4+s37z3m2o2*,m2,o2,m2o2
6133,4b28f1f2f3*,f2,f3,f2f3
6134,4s37s+3b3z2l3*,z2,l3,z2l3
6135,6b38b3b1*,b3,b1,b3b1
6136,6f27f3b1f1f1*,f1,f1,f1f1
6137,4+s38v1f3*,v1,f3,v1f3
6138,4b28f3s2f+2b3*,s2,b3,s2b3
6139,6f27f3b1f2f+1l2o3m2o1*,m2,o1,m2o1
6140,6f28f2f1*,f2,f1,f2f1
6141,6b27i3b1*,i3,b1,i3b1
6142,5f28f2b2f+3b3i1f1*,i1,f1,i1f1
6143,6f17f3b+3s3i1f1v2*,f1,v2,f1v2
6144,6s38f3b2f1f1f+2b3*,f1,b3,f1b3
6145,4s38f+;1f1h3*,f1,h3,f1h3
6146,5b19f2f2b3f;3s3s+1f1*,s3,f1,s3f1
6147,5s18f1f1f3b3f3f2f2b2f3s2f1*,s2,f1,s2f1
6148,4f28f+3b3i3b1*,i3,b1,i3b1
6149,c6b29f3f3*,f3,f3,f3f3
6150,4b38s2f+1f1v3*,f1,v3,f1v3
6151,5b38b1f2b3b2f2f3b1f;2f1f+3b3*,f1,b3,f1b3
6152,4b38b3f+1f1*,b3,f1,b3f1
6153,6b17f1f1f1*,f1,f1,f1f1
6154,5b38b3b2f+3b1*,b2,b1,b2b1
6155,5f28f3b2f+1*,f3,b2,f3b2
6156,4s37s+3l2o1*,l2,o1,l2o1
6157,5+b27v1f3*,v1,f3,v1f3
6158,5+r27h3f3z1*,f3,z1,f3z1
6159,6b27f+3m2o1*,m2,o1,m2o1
6160,5+b17h3b3z3b2z2b2z2b1*,z2,b1,z2b1
6161,5+b38z3b2z2r2z2j2*,z2,j2,z2j2
6162,5b28b2f1f1f1r1f+3b3z1f3z3*,f3,z3,f3z3
6163,5b28s3s3s+3b1v1f1*,v1,f1,v1f1
6164,5+b27v3b3z1f3z3*,f3,z3,f3z3
6165,6f28f1f1f1f1*,f1,f1,f1f1
6166,4b27f+3b2v^1f3*,b2,f3,b2f3
6167,4b38b1f2b2b+3b3z^1*,b2,b3,b2b3
6168,5+b28v3b3z1*,b3,z1,b3z1
6169,6f38b3s2f+1f1*,s2,f1,s2f1
6170,5+f28v1f3*,v1,f3,v1f3
6171,6f18f1f2s3b2f1f1f1f3s3f3s+2f3*,f3,f3,f3f3
6172,5b18f3b;1f1f1f2b2f1f1f1r3b-3*,f1,r3,f1r3
6173,6r28f+3m2o3*,m2,o3,m2o3
6174,5b37b3s1f+1*,b3,s1,b3s1
6175,6f28f3b3b2f1f1f3*,f1,f3,f1f3
6176,6b38b3s1f2f+3b3i1r-1v^2*,b3,i1,b3i1
6177,5f19f3b3f1f3y+3*,f1,f3,f1f3
6178,4b37s3b1f+3*,s3,b1,s3b1
6179,4b39f1r1f+1*,f1,r1,f1r1
6180,4b19f1f3b3s3b3b1f1f1f1*,f1,f1,f1f1
6181,5b28f1f2f3*,f2,f3,f2f3
6182,4b38b2f1f1f3*,f1,f3,f1f3
6183,5b27b1f1f3*,f1,f3,f1f3
6184,6b39b3f3b1f1f1f3b1f2f+1f1*,f2,f1,f2f1
6185,5b18f1f3s;3s+1f2v^1*,f3,f2,f3f2
6186,4f27f2f2b2f1f1f3b3s+3m3o3b+1f1v^3*,o3,f1,o3f1
6187,4b38f3b3s3b3s1f3y3s-1l2*,y3,l2,y3l2
6188,4f19f1f1f+2b3*,f1,b3,f1b3
6189,5b29f3f3s3b-3b2v^1f-3*,s3,b2,s3b2
6190,5b18f1r2b1*,r2,b1,r2b1
6191,4f17f3s3f3b3b+1f1*,b3,f1,b3f1
6192,4b38y3s-1l3p3*,l3,p3,l3p3
6193,4s39b3f3f3s1f1f1f3s3s+3m3o3b1*,o3,b1,o3b1
6194,4f18f3s3*,f3,s3,f3s3
6195,4s39f3s3f3s2f+3b3*,s2,b3,s2b3
6196,4f18f+3b3z3m3o1*,m3,o1,m3o1
6197,4b28f1f3b3s1f3b3b3s1f+3m2o1f2v^2*,o1,f2,o1f2
6198,5f28f1f1f1f3f1f1f+3s1o1*,s1,o1,s1o1
6199,4b37s1f1f3*,f1,f3,f1f3
6200,5f27f1f2f3b3f+1f1v3*,f1,v3,f1v3
6201,4f19f2f+3m2o1*,m2,o1,m2o1
6202,4+b37z1f1v3*,f1,v3,f1v3
6203,6+s27z1f2*,z1,f2,z1f2
6204,6b29b2f2f2f2f2f3s1f1f1f3s3s3f1*,s3,f1,s3f1
6205,4+f28v1f1*,v1,f1,v1f1
6206,4+b27i1f1*,i1,f1,i1f1
6207,6+b27s3k1*,s3,k1,s3k1
6208,6+b27z2s3*,z2,s3,z2s3
6209,6+b27z2f3*,z2,f3,z2f3
6210,4s28f3b3s1f+3m2o2*,m2,o2,m2o2
6211,4+f38z3b3z1*,b3,z1,b3z1
6212,6+b28z2b3z1*,b3,z1,b3z1
6213,6+b27z2b1v3*,b1,v3,b1v3
6214,6+f37z3m2o2*,m2,o2,m2o2
6215,4+s37v;3b1v1*,b1,v1,b1v1
6216,6+f28z1f1*,z1,f1,z1f1
6217,5b38b3b1f3b2f3b3f3s3f1f1f3b3s3f+1l3o3*,l3,o3,l3o3
6218,5f28b3b3b2b2f1f3s1f3b3s3f3b3f3b1f1r3f+3*,f1,r3,f1r3
6219,4+f38z3b2z1*,b2,z1,b2z1
6220,6b38b3s3b3s1f3b3b3b3s3f1*,s3,f1,s3f1
6221,5b18f3s3b3b1*,b3,b1,b3b1
6222,5s17f+1f3z3*,f3,z3,f3z3
6223,6s+37s+3z1l2o2*,l2,o2,l2o2
6224,5s28b1f1f3s3b3f1f1f+3b3z2f2v3*,f2,v3,f2v3
6225,5s28f2f2f2f1*,f2,f1,f2f1
6226,5+b27i2f3*,i2,f3,i2f3
6227,4b38f3b1f3b3b3b3s1f1f+3s3z^1*,f1,s3,f1s3
6228,5b28f+3s2v3m3o1f2v3*,f2,v3,f2v3
6229,4b37f+1f1v3b3z1f1*,z1,f1,z1f1
6230,6+b17v3b2z1*,b2,z1,b2z1
6231,4b38s3f1f3b1*,f3,b1,f3b1
6232,5+b28z3b2z1*,b2,z1,b2z1
6233,5f37b3s1f1f3b2b3b3z1l2o3*,l2,o3,l2o3
6234,6+b27v3m2o1*,m2,o1,m2o1
6235,c4b28f2f2f3b3s+3b1v1*,b1,v1,b1v1
6236,6f27f3b;3f3b1f1*,b1,f1,b1f1
6237,4b38s3f3b2f3b1f1f1f2b3b2f1f2f+3b2f1*,b2,f1,b2f1
6238,5s27b+3b2v^1f3*,b2,f3,b2f3
6239,6f29f3b1*,f3,b1,f3b1
6240,5f27f+3m3o=3s1f3b3*,f3,b3,f3b3
6241,5b27b3b2f3s3b+3b2v1f1*,v1,f1,v1f1
6242,4b27f1f1*,f1,f1,f1f1
6243,6b38s2f;1f1f1f1f2b3b3b1*,b3,b1,b3b1
6244,5b18f1f1f1f+;3s2z3*,s2,z3,s2z3
6245,4f29f2f3*,f2,f3,f2f3
6246,4f28f3b3b3b3b3b2f3s3s3s2f1f1f1f1f1f1f2b3*,f2,b3,f2b3
6247,5b17f1f1f3b3b3b3f3b3b3b3b3b1*,b3,b1,b3b1
6248,4b38b3b3f3*,b3,f3,b3f3
6249,4f38b1f1f1f3b3b2b3f3s2f3b2f1f1f3*,f1,f3,f1f3
6250,6f28f3b3b3b3b3b1f1f1f1f1f+3m1o3*,m1,o3,m1o3
6251,6f28f1f3b3b3b2f3b3b2f1f1f1f1f+3m2o2*,m2,o2,m2o2
6252,5b28b1f1f2o=2*,f1,f2,f1f2
6253,4b27b2b3b3b3b2f3b3b1*,b3,b1,b3b1
6254,6b18f2f+3b3s3*,b3,s3,b3s3
6255,5b28f2f2b2f2f1f2b3b3b2f3b3b3b2f1f1f2b2f1f1f+3*,f1,f1,f1f1
6256,4s19f1f1f3b+1f3h^3*,f3,f3,f3f3
6257,4s39b3f1f1f+3b1*,f1,b1,f1b1
6258,5f28s3f3s3f3s1f;1f-1l1*,s1,l1,s1l1
6259,4b37f3s2f+1f1v3b3*,v3,b3,v3b3
6260,4f39s3b3f1f3s+1f1*,f3,f1,f3f1
6261,4f29b3s3b3b1f+2s3z^3*,b1,s3,b1s3
6262,6+f17h3b1*,h3,b1,h3b1
6263,4b19f1f+1f3*,f1,f3,f1f3
6264,5+b17h2f1*,h2,f1,h2f1
6265,6+b29z3m3p3b1*,p3,b1,p3b1
6266,4b39f1f1f1f+3b3h1f3*,h1,f3,h1f3
6267,4s39b3s3b3s1f3s+1f1*,f3,f1,f3f1
6268,4b38b1f1f1f2b1*,f2,b1,f2b1
6269,6b38b1r2f+3s2v1*,s2,v1,s2v1
6270,5f38b3b3s;3s+1f1*,b3,f1,b3f1
6271,4b37b+3b1v1*,b1,v1,b1v1
6272,6b28b1f1f3b3b3b2f2f2f+1f1v3*,f1,v3,f1v3
6273,5f28f2f2f1f1f1f3*,f1,f3,f1f3
6274,4b38b3s3b+1r2v3*,r2,v3,r2v3
6275,5b28b3b2f2f3*,f2,f3,f2f3
6276,5b28b3b2f1f1u2s3b3*,s3,b3,s3b3
6277,6b28b2b+3s2z3*,s2,z3,s2z3
6278,6b38b1f3f1*,f3,f1,f3f1
6279,5b38b3s3f3b1f2f1f1f3b3s3b+3b1*,s3,b1,s3b1
6280,4b38b3f1f1f3*,f1,f3,f1f3
6281,6b27s+3m3o1*,m3,o1,m3o1
6282,6f29f1f3*,f1,f3,f1f3
6283,c5b37b3b3b2f1f1f+1r2z3b3z1*,b3,z1,b3z1
6284,4b38b3b3b1*,b3,b1,b3b1
6285,6b37b2f1f2b3b3b3s2f1f1f1f3b3s3s1f1f3y1r1*,y1,r1,y1r1
6286,5b38b2f2f+1f1v3b1*,v3,b1,v3b1
6287,5f37s3s2f3b2f3b3f3b3b3b3b1r1f1f1f3*,f1,f3,f1f3
6288,4b28b2f2b2f1f1f3s3b2f1f1f1f1f2f1*,f2,f1,f2f1
6289,5b18f1f1f3b3b3b1f1f1f3b1*,f3,b1,f3b1
6290,4b28f3s3b2b2f3s3f3b1f2b1f1f1f1f1f3b1f1f3*,f1,f3,f1f3
6291,6f38b1f3b1f1f2f3b2f1f1f3b2f3s3f3b3b3b;3y3s-1f1*,y3,f1,y3f1
6292,6f38b2f+1f1*,b2,f1,b2f1
6293,6f37s3b1f3*,b1,f3,b1f3
6294,6f18f1f1f1f1f3b3b1f3b+3s1*,f3,s1,f3s1
6295,4f18f2b1f1f1f1f+3s1*,f1,s1,f1s1
6296,5b18f2f1f1f1f2b1f1f1*,f1,f1,f1f1
6297,6f37b2f3b3f3b1f1f1f1f1f2f1f1f1f3b1f1f1f3b3b3b1f1f1f3b1f1f1f3*,f1,f3,f1f3
6298,4b28f1f1f1f3b3b2f1f1f2b3s3f2f1f1*,f1,f1,f1f1
6299,5f29f1f2f1*,f2,f1,f2f1
6300,6b19f1f1f3b1f1f;1u-1*,b1,f1,b1f1
6301,4f18f1r1f+3s3*,r1,s3,r1s3
6302,6f38b1f1f1f3m1o2*,m1,o2,m1o2
6303,5b19f1f1f1f3s1f1f2f;2b1f1f+3s2v1*,s2,v1,s2v1
6304,4b38f1f1f3b1f1f1f3b1f1f1f2b3*,f2,b3,f2b3
6305,4f37s1f+3s3z1*,s3,z1,s3z1
6306,4f37b1f2b+3s3z1f3*,z1,f3,z1f3
6307,4b38b3s2f+2b1*,s2,b1,s2b1
6308,6f27f+3m3o3*,m3,o3,m3o3
6309,5b27f+1f2z3b2v1*,b2,v1,b2v1
6310,5b29b2b3s1f3b1r2f+3*,b1,r2,b1r2
6311,5+s27f3m2o3*,m2,o3,m2o3
6312,6f+38b1v2f1*,v2,f1,v2f1
6313,5b+28s2i2b3*,i2,b3,i2b3
6314,4f+29b2z1f3z2*,f3,z2,f3z2
6315,5+r17i2k3*,i2,k3,i2k3
6316,5+f18v3f1*,v3,f1,v3f1
6317,5+b28v3m3*,v3,m3,v3m3
6318,6+s27v3m2o1*,m2,o1,m2o1
6319,6+f28z2f3*,z2,f3,z2f3
6320,5+b38v1f1z3*,f1,z3,f1z3
6321,c5+f27v3m3o2*,m3,o2,m3o2
6322,6+f18v1b3z3*,b3,z3,b3z3
6323,4+f1b1s3z3*,s3,z3,s3z3
6324,4+f27i2b1v1*,b1,v1,b1v1
6325,6+f17h2f3z3*,f3,z3,f3z3
6326,6+b27u1l1b2v1*,b2,v1,b2v1
6327,6+b17z3m2p2*,m2,p2,m2p2
6328,4+b18v1b1*,v1,b1,v1b1
6329,5+f27h3m2o1*,m2,o1,m2o1
6330,4+b38z2f3z2b1*,z2,b1,z2b1
6331,6+b37z1f3*,z1,f3,z1f3
6332,4s38b3s3b3b3b3b1f3z+3*,b1,f3,b1f3
6333,5+f17v1f3*,v1,f3,v1f3
6334,4b38s3s2f3b3y+1f-3*,f3,b3,f3b3
6335,6f27f3b3f1*,b3,f1,b3f1
6336,5+b38z3s3z2*,s3,z2,s3z2
6337,6+f27i3b1*,i3,b1,i3b1
6338,5+b37z3b1*,z3,b1,z3b1
6339,6+s27v3m3o3*,m3,o3,m3o3
6340,5+f28z3b3*,z3,b3,z3b3
6341,4+b37z1f1v^2*,z1,f1,z1f1
6342,5+f27z1f3*,z1,f3,z1f3
6343,5+f17h3f3z1*,f3,z1,f3z1
6344,6+b37z2k=3z3k=1*,z2,z3,z2z3
6345,6+b27h1l2o3*,l2,o3,l2o3
6346,5+f28z1f1*,z1,f1,z1f1
6347,6+b38z2f1v^1*,z2,f1,z2f1
6348,5f28f2b1*,f2,b1,f2b1
6349,5+f27h3b3*,h3,b3,h3b3
6350,6+b18z1f3*,z1,f3,z1f3
6351,4+f18z2s2z3*,s2,z3,s2z3
6352,5+f28v3m2o3*,m2,o3,m2o3
6353,5+b27v2f3v1*,f3,v1,f3v1
6354,5f18f1b3*,f1,b3,f1b3
6355,4+f17z3b3*,z3,b3,z3b3
6356,6+b28v1s3z3*,s3,z3,s3z3
6357,6+f28v1m2o3*,m2,o3,m2o3
6358,5+b18z1f3*,z1,f3,z1f3
6359,5+f17i2m1*,i2,m1,i2m1
6360,6+b27h2m2p3*,m2,p3,m2p3
6361,c4+b38v1l1*,v1,l1,v1l1
6362,5+f28h1f3*,h1,f3,h1f3
6363,6+b28h2m1o2j3*,o2,j3,o2j3
6364,5+f18z2b3v3*,b3,v3,b3v3
6365,6+b28z1b3z^3r1v2*,r1,v2,r1v2
6366,6+f17z3m1*,z3,m1,z3m1
6367,4+f38z3b1v1f1*,v1,f1,v1f1
6368,6+b28v1f2v3m+3f1v^1*,v3,f1,v3f1
6369,6+s28z1f3z3*,f3,z3,f3z3
6370,6+b37i1l3*,i1,l3,i1l3
6371,5+b38z1l2o1*,l2,o1,l2o1
6372,5+f38z1f2v3*,f2,v3,f2v3
6373,6+b38z3m2o2*,m2,o2,m2o2
6374,6b28v3m2o1*,m2,o1,m2o1
6375,4f29f3s3f1f1f2f+3b1*,f2,b1,f2b1
6376,6+s27z3b3*,z3,b3,z3b3
6377,5+f27i2f1*,i2,f1,i2f1
6378,6f28f1f2s2f3s2f+1f1v3m2o1*,m2,o1,m2o1
6379,4+s38z1l2o3*,l2,o3,l2o3
6380,4f28f2f+3s1v1*,s1,v1,s1v1
6381,6+f28v2b2v1f3*,v1,f3,v1f3
6382,4+b18v3m2o3*,m2,o3,m2o3
6383,6+b27z3b3z1*,b3,z1,b3z1
6384,4b28f1f2f1*,f2,f1,f2f1
6385,6+b27z3b1*,z3,b1,z3b1
6386,4b27f3s1f1*,s1,f1,s1f1
6387,6+f27v2b1*,v2,b1,v2b1
6388,4+b18v2b3*,v2,b3,v2b3
6389,6+s28v1f3*,v1,f3,v1f3
6390,6+b28i3f3*,i3,f3,i3f3
6391,4+f28z3b3z1f1*,z1,f1,z1f1
6392,5s38b2b2f3s3f3b1*,f3,b1,f3b1
6393,6+b27z2s3z1*,s3,z1,s3z1
6394,6+s37i3s1*,i3,s1,i3s1
6395,5+f28z2f3z2m2p1z3*,p1,z3,p1z3
6396,4+b38i2f1*,i2,f1,i2f1
6397,5+b27i3b3z3*,b3,z3,b3z3
6398,6+f27v1f3*,v1,f3,v1f3
6399,6+b28z1l2o2*,l2,o2,l2o2
6400,6b29b2f+1f1*,b2,f1,b2f1
6401,4f19f2s3f3z3s1f;1h3*,s1,h3,s1h3
6402,4+b38z3b2z1*,b2,z1,b2z1
6403,4+f37z2f1v3b3*,v3,b3,v3b3
6404,5+b37i3b1v1*,b1,v1,b1v1
6405,4+b28v1f3*,v1,f3,v1f3
6406,4+b27z2b2z3*,b2,z3,b2z3
6407,4+b37i3f3z2*,f3,z2,f3z2
6408,5+b37i2f3*,i2,f3,i2f3
6409,5+r37i2f3*,i2,f3,i2f3
6410,5+b27v3b3z1*,b3,z1,b3z1
6411,4+b27z2f1*,z2,f1,z2f1
6412,6+b27z3b3*,z3,b3,z3b3
6413,5+f28v1f1v2*,f1,v2,f1v2
6414,4s38f1f1f1f2b1f2f2b3y+3s1l3*,s1,l3,s1l3
6415,6+b+28v3z2z2*,z2,z2,z2z2
6416,4+b27z2b1*,z2,b1,z2b1
6417,5+b38z1l2o3*,l2,o3,l2o3
6418,6f17f1f1f1*,f1,f1,f1f1
6419,5+b27z2f3*,z2,f3,z2f3
6420,6+f28v3b3z1*,b3,z1,b3z1
6421,5f38b2f+3b3*,b2,b3,b2b3
6422,c5b28f2s3f+3b3z2l2p1f;1*,l2,p1,l2p1
6423,4+b37z3b3*,z3,b3,z3b3
6424,5+b37z2f3*,z2,f3,z2f3
6425,6+b37z3m3o2*,m3,o2,m3o2
6426,5s+29b2z3b1v1*,b1,v1,b1v1
6427,4+b38z3b3z3m3o3*,m3,o3,m3o3
6428,5+b37z3m2o3*,m2,o3,m2o3
6429,4+b37z3b1*,z3,b1,z3b1
6430,5+b37z3m3p1*,m3,p1,m3p1
6431,5s+28b3z3b1*,z3,b1,z3b1
6432,6r28f1f2f1*,f2,f1,f2f1
6433,6+f27z2f1*,z2,f1,z2f1
6434,6+s37z1f3*,z1,f3,z1f3
6435,6+b38z1l3*,z1,l3,z1l3
6436,6+b37i2f3*,i2,f3,i2f3
6437,5+b37z3b1*,z3,b1,z3b1
6438,4+b37z1f1v2b1*,v2,b1,v2b1
6439,4s38b1r2f3s3f3s3f1f1f1f1f3*,f1,f3,f1f3
6440,c6+b37z1l1*,z1,l1,z1l1
6441,4b38s2f3s3b3s3b3s3b3s3b3s2f3s3b3s+3b3z1*,b3,z1,b3z1
6442,5+b27o3s1v1*,s1,v1,s1v1
6443,5s+28b3z2m2*,z2,m2,z2m2
6444,6+b28v3m2o3*,m2,o3,m2o3
6445,5b28f1f1f+3s3f1*,s3,f1,s3f1
6446,5f29f2f+3b3i3b1v3b2z1*,b2,z1,b2z1
6447,5+b17v3b3*,v3,b3,v3b3
6448,5+b28v3b1*,v3,b1,v3b1
